X,Y,FID,OBJECTID,RANK,NAME,ADDRESS,ADDRESS2,CITY,STATES,ZIP,COUNTY,EMPLOYEES,REVENUES,LATITUDE,LONGITUDE,PRC,COUNTYFIPS,PROFIT
-77.220295,38.923544,126,126,379,COMPUTER SCIENCES CORPORATION,1775 TYSONS BOULEVARD,NOT AVAILABLE,MCLEAN,MI,22102,FAIRFAX,59000,7106,38.923544,-77.220295,ON-ENTITY,51059,251
-77.21468,38.86895,127,127,90,GENERAL DYNAMICS,2941 FAIRVIEW PARK DRIVE,NOT AVAILABLE,FALLS CHURCH,TX,22042,FAIRFAX,98800,31353,38.86895,-77.21468,ADDRESS,51059,2955
-77.21551,38.86758,128,128,114,NORTHROP GRUMMAN,2980 FAIRVIEW PARK DRIVE,NOT AVAILABLE,FALLS CHURCH,TX,22042,FAIRFAX,67000,24508,38.86758,-77.21551,ADDRESS,51059,2200
-77.21557,38.92871,129,129,443,ADOBE SYSTEMS,7930 JONES BRANCH DRIVE,SUITE 510,MCLEAN,ID,22102,FAIRFAX,15706,5854,38.92871,-77.21557,ADDRESS,51059,1168.8
-77.23179,38.92229,130,130,481,BOOZ ALLEN HAMILTON HOLDING,8283 GREENSBORO DRIVE,NOT AVAILABLE,MCLEAN,ID,22102,FAIRFAX,22600,5406,38.92229,-77.23179,ADDRESS,51059,294.1
-77.21334,38.92432,131,131,100,CAPITAL ONE FINANCIAL,1680 CAPITAL ONE DRIVE,NOT AVAILABLE,MCLEAN,NC,22102,FAIRFAX,47300,27519,38.92432,-77.21334,ADDRESS,51059,3751
-77.22706,38.93286,132,132,39,FREDDIE MAC,8200 JONES BRANCH DRIVE,NOT AVAILABLE,MCLEAN,CA,22102,FAIRFAX,5982,65665,38.93286,-77.22706,ADDRESS,51059,7815
-77.21557,38.92871,133,133,241,HILTON WORLDWIDE HOLDINGS,7930 JONES BRANCH DRIVE,NOT AVAILABLE,MCLEAN,CA,22102,FAIRFAX,169000,11663,38.92871,-77.21557,ADDRESS,51059,348
-73.53267,41.38683,134,134,275,PRAXAIR,39 OLD RIDGEBURY ROAD,NOT AVAILABLE,DANBURY,CA,6810,FAIRFIELD,26498,10534,41.38683,-73.53267,ADDRESS,9001,1500
-73.25309,41.21922,135,135,13,GENERAL ELECTRIC,3135 EASTON TURNPIKE,NOT AVAILABLE,FAIRFIELD,CA,6828,FAIRFIELD,295000,126661,41.21922,-73.25309,ADDRESS,9001,8831
-73.62254,41.01869,136,136,354,W.R. BERKLEY,475 STEAMBOAT ROAD,NOT AVAILABLE,GREENWICH,PA,6830,FAIRFIELD,7608,7654,41.01869,-73.62254,ADDRESS,9001,601.9
-73.64796,41.01936,137,137,191,XPO LOGISTICS,5 GREENWICH OFFICE PARK,NOT AVAILABLE,GREENWICH,PA,6831,FAIRFIELD,87000,14619,41.01936,-73.64796,ADDRESS,9001,69
-73.42985,41.14499,138,138,162,XEROX,45 GLOVER AVENUE,NOT AVAILABLE,NORWALK,PA,6850,FAIRFIELD,133600,17126,41.14499,-73.42985,ADDRESS,9001,-477
-73.42656,41.14935,139,139,360,EMCOR GROUP,301 MERRITT SEVEN,NOT AVAILABLE,NORWALK,PA,6851,FAIRFIELD,31000,7552,41.14935,-73.42656,ADDRESS,9001,181.9
-73.42684,41.14844,140,140,313,FRONTIER COMMUNICATIONS,401 MERRITT 7,NOT AVAILABLE,NORWALK,PA,6851,FAIRFIELD,28332,8896,41.14844,-73.42684,ADDRESS,9001,-373
-73.45417,41.09313,141,141,268,PRICELINE GROUP,800 CONNECTICUT AVENUE,3W01,NORWALK,IN,6854,FAIRFIELD,18500,10743,41.09313,-73.45417,ADDRESS,9001,2135
-73.33089,41.12544,142,142,445,TEREX,200 NYALA FARM ROAD,NOT AVAILABLE,WESTPORT,CO,6880,FAIRFIELD,18100,5841,41.12544,-73.33089,ADDRESS,9001,-176.1
-73.5389,41.04985,143,143,96,CHARTER COMMUNICATIONS,400 ATLANTIC STREET,SUITE 1500,STAMFORD,CO,6901,FAIRFIELD,91500,29003,41.04985,-73.5389,ADDRESS,9001,3522
-73.5389,41.04985,144,144,386,HARMAN INTERNATIONAL INDUSTRIES,400 ATLANTIC STREET,NOT AVAILABLE,STAMFORD,CO,6901,FAIRFIELD,26000,6912,41.04985,-73.5389,ADDRESS,9001,361.7
-73.56197,41.09674,145,145,185,SYNCHRONY FINANCIAL,777 LONG RIDGE ROAD,NOT AVAILABLE,STAMFORD,CO,6902,FAIRFIELD,15000,15122,41.09674,-73.56197,ADDRESS,9001,2251
-73.54979,41.04426,146,146,452,UNITED RENTALS,100 FIRST STAMFORD PLACE,SUITE 700,STAMFORD,CO,6902,FAIRFIELD,12500,5762,41.04426,-73.54979,ADDRESS,9001,566
-80.24518,36.09576,147,147,245,BB&T CORP.,200 WEST 2ND STREET,NOT AVAILABLE,WINSTON-SALEM,CO,27101,FORSYTH,37500,11538,36.09576,-80.24518,ADDRESS,37067,2426
-80.24373,36.09949,148,148,223,REYNOLDS AMERICAN,401 NORTH MAIN STREET,NOT AVAILABLE,WINSTON-SALEM,CO,27101,FORSYTH,5525,12503,36.09949,-80.24373,ADDRESS,37067,6073
-80.26355,36.18974,149,149,432,HANESBRANDS,1000 EAST HANES MILL ROAD,NOT AVAILABLE,WINSTON-SALEM,VA,27105,FORSYTH,67800,6063,36.18974,-80.26355,ADDRESS,37067,539.4
-83.10936,39.95917,150,150,495,BIG LOTS,300 PHILLIPI ROAD,NOT AVAILABLE,COLUMBUS,VA,43228,FRANKLIN,23150,5200,39.95917,-83.10936,ADDRESS,39049,152.8
-83.12077,40.10899,151,151,15,CARDINAL HEALTH,7000 CARDINAL PLACE,NOT AVAILABLE,DUBLIN,IN,43017,FRANKLIN,37300,121546,40.10899,-83.12077,ADDRESS,39049,1427
-83.00596,39.96514,152,152,167,AMERICAN ELECTRIC POWER,1 RIVERSIDE PLAZA,NOT AVAILABLE,COLUMBUS,AR,43215,FRANKLIN,17634,16380,39.96514,-83.00596,ADDRESS,39049,610.9
-83.00345,39.96857,153,153,68,NATIONWIDE,1 NATIONWIDE BOULEVARD,NOT AVAILABLE,COLUMBUS,AR,43215,FRANKLIN,34320,40074,39.96857,-83.00345,ADDRESS,39049,334.3
-82.89613,40.05448,154,154,220,L BRANDS,3 LIMITED PARKWAY,NOT AVAILABLE,COLUMBUS,NJ,43230,FRANKLIN,59100,12574,40.05448,-82.89613,ADDRESS,39049,1158.1
-84.3547,33.93467,155,155,331,VERITIV,1000 ABERNATHY ROAD,SUITE 1700,ATLANTA,NJ,30328,FULTON,8700,8327,33.93467,-84.3547,ADDRESS,13121,21
-84.09278,34.00499,156,156,410,ASBURY AUTOMOTIVE GROUP,2905 PREMIERE PARKWAY NW,NOT AVAILABLE,DULUTH,NJ,30097,FULTON,7900,6528,34.00499,-84.09278,ADDRESS,13121,167.2
-84.38826,33.76434,157,157,145,SOUTHERN,30 IVAN ALLEN JR. BOULEVARD NW,NOT AVAILABLE,ATLANTA,GA,30308,FULTON,32015,19896,33.76434,-84.38826,ADDRESS,13121,2448
-84.38652,33.76286,158,158,303,SUNTRUST BANKS,303 PEACHTREE STREET NE,NOT AVAILABLE,ATLANTA,GA,30308,FULTON,24375,9161,33.76286,-84.38652,ADDRESS,13121,1878
-84.39629,33.77128,159,159,64,COCA-COLA,1 COCA-COLA PLAZA,NOT AVAILABLE,ATLANTA,GA,30313,FULTON,100300,41863,33.77128,-84.39629,ADDRESS,13121,6527
-84.43108,33.90902,160,160,437,INTERCONTINENTAL EXCHANGE,5660 NEW NORTHSIDE DRIVE NW,FLOOR 3,ATLANTA,GA,30328,FULTON,5631,5958,33.90902,-84.43108,ADDRESS,13121,1422
-74.027717,40.738661,161,161,208,NEWELL BRANDS,221 RIVER STREET,NOT AVAILABLE,HOBOKEN,NJ,7030,HUDSON,53400,13264,40.738661,-74.027717,ON-ENTITY,34121,527.8
-84.36142,33.94199,162,162,46,UPS,55 GLENLAKE PARKWAY NE,NOT AVAILABLE,ATLANTA,GA,30328,FULTON,335520,60906,33.94199,-84.36142,ADDRESS,13121,3431
-84.36033,33.90543,163,163,242,FIRST DATA,5565 GLENRIDGE CONNECTOR NE,NOT AVAILABLE,ATLANTA,GA,30342,FULTON,24000,11584,33.90543,-84.36033,ADDRESS,13121,420
-84.42315,33.6564,164,164,71,DELTA AIR LINES,1030 DELTA BOULEVARD,NOT AVAILABLE,ATLANTA,GA,30354,FULTON,83756,39639,33.6564,-84.42315,ADDRESS,13121,4373
-77.67067,37.63877,165,165,174,CARMAX,12800 TUCKAHOE CREEK PARKWAY,NOT AVAILABLE,RICHMOND,VA,23238,GOOCHLAND,22429,15833,37.63877,-77.67067,ADDRESS,51075,623.4
-84.93784,34.47421,166,166,311,MOHAWK INDUSTRIES,160 SOUTH INDUSTRIAL BOULEVARD,NOT AVAILABLE,CALHOUN,GA,30701,GORDON,37800,8959,34.47421,-84.93784,ADDRESS,13129,930.4
-93.24937,37.20792,167,167,323,O'REILLY AUTOMOTIVE,233 SOUTH PATTERSON AVENUE,NOT AVAILABLE,SPRINGFIELD,MO,65802,GREENE,58397,8593,37.20792,-93.24937,ADDRESS,29077,1037.7
-79.79907,36.12171,168,168,230,VF,105 CORPORATE CENTER BOULEVARD,NOT AVAILABLE,GREENSBORO,NC,27408,GUILFORD,69000,12207,36.12171,-79.79907,ADDRESS,37081,1074.1
-84.22019,33.93671,169,169,190,WESTROCK,504 THRASHER STREET,NOT AVAILABLE,NORCROSS,GA,30071,GWINNETT,39000,14706,33.93671,-84.22019,ADDRESS,13135,-396.3
-84.16473,34.01785,170,170,370,AGCO,4205 RIVER GREEN PARKWAY,NOT AVAILABLE,DULUTH,GA,30096,GWINNETT,19795,7411,34.01785,-84.16473,ADDRESS,13135,160.1
-84.389521,33.779256,171,171,409,NCR,864 SPRING STREET NW,NOT AVAILABLE,ATLANTA,GA,30308,FULTON,33500,6543,33.779256,-84.389521,ON-ENTITY,13135,270
-85.30727,35.04977,172,172,258,UNUM GROUP,1 FOUNTAIN SQUARE,NOT AVAILABLE,CHATTANOOGA,TN,37402,HAMILTON,9400,11047,35.04977,-85.30727,ADDRESS,47065,931.4
-84.50718,39.10012,173,173,411,AMERICAN FINANCIAL GROUP,301 EAST 4TH STREET,NOT AVAILABLE,CINCINNATI,OH,45202,HAMILTON,7600,6498,39.10012,-84.50718,ADDRESS,39061,649
-84.51422,39.10673,174,174,18,KROGER,1014 VINE STREET,NOT AVAILABLE,CINCINNATI,OH,45202,HAMILTON,443000,115337,39.10673,-84.51422,ADDRESS,39061,1975
-84.51413,39.10325,175,175,110,MACY'S,7 WEST 7TH STREET,NOT AVAILABLE,CINCINNATI,OH,45202,HAMILTON,148300,25778,39.10325,-84.51413,ADDRESS,39061,619
-84.50607,39.10113,176,176,483,WESTERN & SOUTHERN FINANCIAL GROUP,400 BROADWAY,NOT AVAILABLE,CINCINNATI,OH,45202,HAMILTON,2178,5398,39.10113,-84.50607,ADDRESS,39061,241.2
-84.51246,39.10115,177,177,389,FIFTH THIRD BANCORP,38 FOUNTAIN SQUARE PLAZA,NOT AVAILABLE,CINCINNATI,OH,45263,HAMILTON,17844,6889,39.10115,-84.51246,ADDRESS,39061,1564
-72.547416,42.151263,178,178,358,EVERSOURCE ENERGY,300 CADWELL DRIVE,NOT AVAILABLE,SPRINGFIELD,MA,1104,HAMPDEN,7762,7639,42.151263,-72.547416,ON-ENTITY,25013,942.3
-72.5481,42.11747,179,179,77,MASSACHUSETTS MUTUAL LIFE INSURANCE,1295 STATE STREET,NOT AVAILABLE,SPRINGFIELD,MA,1111,HAMPDEN,11737,37788,42.11747,-72.5481,ADDRESS,25013,1273.5
-83.64974,41.03602,180,180,51,MARATHON PETROLEUM,539 SOUTH MAIN STREET,NOT AVAILABLE,FINDLAY,OH,45840,HANCOCK,44460,55858,41.03602,-83.64974,ADDRESS,39063,1174
-77.40796,37.64496,181,181,288,OWENS & MINOR,9120 LOCKWOOD BOULEVARD,NOT AVAILABLE,MECHANICSVILLE,VA,23116,HANOVER,7900,9723,37.64496,-77.40796,ADDRESS,51085,108.8
-95.36438,29.7614,182,182,400,CALPINE,717 TEXAS AVENUE,NOT AVAILABLE,HOUSTON,TX,77002,HARRIS,2372,6716,29.7614,-95.36438,ADDRESS,48201,92
-95.368,29.75714,183,183,362,CENTERPOINT ENERGY,1111 LOUISIANA STREET,NOT AVAILABLE,HOUSTON,TX,77002,HARRIS,7727,7528,29.75714,-95.368,ADDRESS,48201,432
-95.36883,29.75765,184,184,122,ENTERPRISE PRODUCTS PARTNERS,1100 LOUISIANA STREET,NOT AVAILABLE,HOUSTON,TX,77002,HARRIS,6800,23022,29.75765,-95.36883,ADDRESS,48201,2513.1
-95.37054,29.75867,185,185,356,EOG RESOURCES,1111 BABGY STREET,LOBBY 2,HOUSTON,TX,77002,HARRIS,2650,7651,29.75867,-95.37054,ADDRESS,48201,-1096.7
-95.36738,29.75788,186,186,215,KINDER MORGAN,1001 LOUISIANA STREET,NOT AVAILABLE,HOUSTON,TX,77002,HARRIS,11121,13058,29.75788,-95.36738,ADDRESS,48201,708
-117.87727,33.619382,187,187,302,PACIFIC LIFE,700 NEWPORT CENTER DRIVE,NOT AVAILABLE,NEWPORT BEACH,CA,92660,ORANGE,3628,9169,33.619382,-117.87727,ON-ENTITY,6201,824
-95.37175,29.75729,188,188,141,PLAINS GP HOLDINGS,333 CLAY STREET,SUITE 1600,HOUSTON,TX,77002,HARRIS,5100,20182,29.75729,-95.37175,ADDRESS,48201,94
-95.3684,29.75849,189,189,402,TARGA RESOURCES,1000 LOUISIANA STREET,SUITE 4300,HOUSTON,TX,77002,HARRIS,1970,6691,29.75849,-95.3684,ADDRESS,48201,-187.3
-95.36391,29.75579,190,190,201,WASTE MANAGEMENT,1001 FANNIN STREET,NOT AVAILABLE,HOUSTON,TX,77002,HARRIS,41200,13609,29.75579,-95.36391,ADDRESS,48201,1182
-95.3959,29.76129,191,191,285,BAKER HUGHES,2929 ALLEN PARKWAY,NOT AVAILABLE,HOUSTON,TX,77019,HARRIS,33000,9841,29.76129,-95.3959,ADDRESS,48201,-2738
-95.54393,29.77744,192,192,261,GROUP 1 AUTOMOTIVE,800 GESSNER ROAD,NOT AVAILABLE,HOUSTON,TX,77024,HARRIS,13500,10888,29.77744,-95.54393,ADDRESS,48201,147.1
-95.34107,29.9364,193,193,173,HALLIBURTON,3000 NORTH SAM HOUSTON PARKWAY EAST,NOT AVAILABLE,HOUSTON,TX,77032,HARRIS,50000,15887,29.9364,-95.34107,ADDRESS,48201,-5763
-95.5543,29.69082,194,194,375,NATIONAL OILWELL VARCO,7909 PARKWOOD CIRCLE DRIVE,NOT AVAILABLE,HOUSTON,TX,77036,HARRIS,36384,7251,29.69082,-95.5543,ADDRESS,48201,-2412
-95.560908,29.740913,195,195,34,PHILLIPS 66,2331 CITYWEST BOULEVARD,NOT AVAILABLE,HOUSTON,TX,77042,HARRIS,14800,72396,29.740913,-95.560908,ON-ENTITY,48201,1555
-95.46266,29.74464,196,196,488,APACHE,2000 POST OAK BOULEVARD,NOT AVAILABLE,HOUSTON,TX,77056,HARRIS,3727,5354,29.74464,-95.46266,ADDRESS,48201,-1405
-95.46125,29.73599,197,197,355,QUANTA SERVICES,2800 POST OAK BOULEVARD,SUITE 2600,HOUSTON,TX,77056,HARRIS,28100,7651,29.73599,-95.46125,ADDRESS,48201,198.4
-95.62004,29.75826,198,198,57,SYSCO,1390 ENCLAVE PARKWAY,NOT AVAILABLE,HOUSTON,TX,77077,HARRIS,51900,50367,29.75826,-95.62004,ADDRESS,48201,949.6
-95.61758,29.78758,199,199,115,CONOCOPHILLIPS,600 NORTH DAIRY ASHFORD STREET,NOT AVAILABLE,HOUSTON,TX,77079,HARRIS,13300,24360,29.78758,-95.61758,ADDRESS,48201,-3615
-72.73874,41.81703,200,200,70,CIGNA,900 COTTAGE GROVE ROAD,NOT AVAILABLE,BLOOMFIELD,CT,6002,HARTFORD,41000,39668,41.81703,-72.73874,ADDRESS,9003,1867
-72.80698,41.69301,201,201,250,STANLEY BLACK & DECKER,1000 STANLEY DRIVE,NOT AVAILABLE,NEW BRITAIN,CT,6053,HARTFORD,54023,11407,41.69301,-72.80698,ADDRESS,9003,965.3
-72.803224,41.708447,202,202,50,UNITED TECHNOLOGIES,10 FARM SPRINGS ROAD,NOT AVAILABLE,FARMINGTON,CT,6032,HARTFORD,201600,57244,41.708447,-72.803224,ON-ENTITY,9003,5055
-72.68879,41.77241,203,203,153,HARTFORD FINANCIAL SERVICES GROUP,1 HARTFORD PLAZA,NOT AVAILABLE,HARTFORD,CT,6155,HARTFORD,16900,18300,41.77241,-72.68879,ADDRESS,9003,896
-72.69221,41.76776,204,204,43,AETNA,151 FARMINGTON AVENUE,NOT AVAILABLE,HARTFORD,CT,6156,HARTFORD,49500,63155,41.76776,-72.69221,ADDRESS,9003,2271
-93.40318,44.89756,205,205,6,UNITEDHEALTH GROUP,9900 BREN ROAD EAST,NOT AVAILABLE,MINNETONKA,MN,55343,HENNEPIN,230000,184840,44.89756,-93.40318,ADDRESS,27053,7017
-93.41186,44.875,206,206,158,SUPERVALU,7075 FLYING CLOUD DRIVE,NOT AVAILABLE,EDEN PRAIRIE,MN,55344,HENNEPIN,38000,17529,44.875,-93.41186,ADDRESS,27053,178
-93.46055,44.82112,207,207,212,C.H. ROBINSON WORLDWIDE,14701 CHARLSON ROAD,NOT AVAILABLE,EDEN PRAIRIE,MN,55347,HENNEPIN,14125,13144,44.82112,-93.46055,ADDRESS,27053,513.4
-93.27008,44.97975,208,208,256,XCEL ENERGY,414 NICOLLET MALL,NOT AVAILABLE,MINNEAPOLIS,MN,55401,HENNEPIN,11476,11107,44.97975,-93.27008,ADDRESS,27053,1123.4
-93.27387,44.97559,209,209,125,U.S. BANCORP,800 NICOLLET MALL,SUITE 1500,MINNEAPOLIS,MN,55402,HENNEPIN,71191,22744,44.97559,-93.27387,ADDRESS,27053,5888
-93.27563,44.97396,210,210,38,TARGET,1000 NICOLLET MALL,NOT AVAILABLE,MINNEAPOLIS,MN,55403,HENNEPIN,323000,69495,44.97396,-93.27563,ADDRESS,27053,2737
-93.26568,44.97476,211,211,316,THRIVENT FINANCIAL FOR LUTHERANS,625 4TH AVENUE SOUTH,NOT AVAILABLE,MINNEAPOLIS,MN,55415,HENNEPIN,3282,8777,44.97476,-93.26568,ADDRESS,27053,587.8
-93.30542,44.86392,212,212,72,BEST BUY,7601 PENN AVENUE SOUTH,NOT AVAILABLE,RICHFIELD,MN,55423,HENNEPIN,125000,39403,44.86392,-93.30542,ADDRESS,27053,1228
-93.39559,44.977,213,213,165,GENERAL MILLS,1 GENERAL MILLS BOULEVARD,NOT AVAILABLE,MINNEAPOLIS,MN,55426,HENNEPIN,39000,16563,44.977,-93.39559,ADDRESS,27053,1697.4
-93.45487,45.01507,214,214,377,MOSAIC,3033 CAMPUS DRIVE,SUITE E490,PLYMOUTH,MN,55441,HENNEPIN,8700,7163,45.01507,-93.45487,ADDRESS,27053,297.8
-77.57726,37.66219,215,215,460,MARKEL,4521 HIGHWOODS PARKWAY,NOT AVAILABLE,GLEN ALLEN,VA,23060,HENRICO,10900,5612,37.66219,-77.57726,ADDRESS,51087,455.7
-77.64471,37.60589,216,216,171,PERFORMANCE FOOD GROUP,12500 WEST CREEK PARKWAY,NOT AVAILABLE,RICHMOND,VA,23238,HENRICO,13000,16105,37.60589,-77.64471,ADDRESS,51087,68.3
-77.51729,37.60024,217,217,148,ALTRIA GROUP,6601 WEST BROAD STREET,NOT AVAILABLE,RICHMOND,VA,23230,HENRICO,8300,19337,37.60024,-77.51729,ADDRESS,51087,14239
-77.51499,37.60245,218,218,329,GENWORTH FINANCIAL,6620 WEST BROAD STREET,NOT AVAILABLE,RICHMOND,VA,23230,HENRICO,3400,8369,37.60245,-77.51499,ADDRESS,51087,-277
-82.54968,28.03336,219,219,195,WELLCARE HEALTH PLANS,8725 HENDERSON ROAD,NOT AVAILABLE,TAMPA,FL,33634,HILLSBOROUGH,7400,14237,28.03336,-82.54968,ADDRESS,12057,242.1
-74.272687,40.677334,220,220,69,MERCK,2000 GALLOPING HILL ROAD,NOT AVAILABLE,KENILWORTH,NJ,7033,UNION,68000,39807,40.677334,-74.272687,ON-ENTITY,34019,3920
-80.85421,35.54119,221,221,40,LOWE'S,1000 LOWE'S BOULEVARD,NOT AVAILABLE,MOORESVILLE,NC,28117,IREDELL,240000,65017,35.54119,-80.85421,ADDRESS,37097,3093
-84.40253,42.2466,222,222,419,CMS ENERGY,1 ENERGY PLAZA,NOT AVAILABLE,JACKSON,MI,49201,JACKSON,7750,6399,42.2466,-84.40253,ADDRESS,26075,551
-122.87228,42.32845,223,223,318,LITHIA MOTORS,150 NORTH BARTLETT STREET,NOT AVAILABLE,MEDFORD,OR,97501,JACKSON,11170,8678,42.32845,-122.87228,ADDRESS,41029,197.1
-86.80907,33.51806,224,224,436,REGIONS FINANCIAL,1900 5TH AVENUE NORTH,NOT AVAILABLE,BIRMINGHAM,AL,35203,JEFFERSON,22166,5967,33.51806,-86.80907,ADDRESS,1073,1163
-85.75889,38.25647,225,225,53,HUMANA,500 WEST MAIN STREET,NOT AVAILABLE,LOUISVILLE,KY,40202,JEFFERSON,51600,54379,38.25647,-85.75889,ADDRESS,21111,614
-85.75849,38.2466,226,226,376,KINDRED HEALTHCARE,680 SOUTH 4TH STREET,NOT AVAILABLE,LOUISVILLE,KY,40202,JEFFERSON,76650,7227,38.2466,-85.75849,ADDRESS,21111,-664.2
-85.6949,38.19863,227,227,422,YUM BRANDS,1441 GARDINER LANE,NOT AVAILABLE,LOUISVILLE,KY,40213,JEFFERSON,90000,6366,38.19863,-85.6949,ADDRESS,21111,1619
-94.69096,39.00816,228,228,486,SEABOARD,9000 WEST 67TH STREET,NOT AVAILABLE,SHAWNEE MISSION,KS,66202,JOHNSON,11781,5379,39.00816,-94.69096,ADDRESS,20091,312
-85.55651,42.24191,229,229,252,STRYKER,2825 AIRVIEW BOULEVARD,NOT AVAILABLE,KALAMAZOO,MI,49002,KALAMAZOO,33000,11325,42.24191,-85.55651,ADDRESS,26077,1647
-122.332633,47.600473,230,230,341,WEYERHAEUSER,220 OCCIDENTAL AVENUE SOUTH,NOT AVAILABLE,SEATTLE,WA,98104,KING,10400,7902,47.600473,-122.332633,ON-ENTITY,53033,1027
-122.19701,47.6134,231,231,317,EXPEDIA,333 108TH AVENUE NE,NOT AVAILABLE,BELLEVUE,WA,98004,KING,20075,8774,47.6134,-122.19701,ADDRESS,53033,281.8
-122.19966,47.61655,232,232,164,PACCAR,777 106TH AVENUE NE,NOT AVAILABLE,BELLEVUE,WA,98004,KING,23000,17033,47.61655,-122.19966,ADDRESS,53033,521.7
-122.05035,47.54779,233,233,16,COSTCO,999 LAKE DRIVE,NOT AVAILABLE,ISSAQUAH,WA,98027,KING,172000,118719,47.54779,-122.05035,ADDRESS,53033,2350
-122.1298,47.64005,234,234,28,MICROSOFT,1 MICROSOFT WAY,NOT AVAILABLE,REDMOND,WA,98052,KING,114000,85320,47.64005,-122.1298,ADDRESS,53033,16798
-122.33591,47.61242,235,235,188,NORDSTROM,1617 6TH AVENUE,NOT AVAILABLE,SEATTLE,WA,98101,KING,72500,14757,47.61242,-122.33591,ADDRESS,53033,354
-122.33459,47.60578,236,236,429,EXPEDITORS INTERNATIONAL OF WASHINGTON,1015 3RD AVENUE,NOT AVAILABLE,SEATTLE,WA,98104,KING,16000,6098,47.60578,-122.33459,ADDRESS,53033,430.8
-122.33676,47.62226,237,237,12,AMAZON.COM,410 TERRY AVENUE NORTH,NOT AVAILABLE,SEATTLE,WA,98109,KING,341400,135987,47.62226,-122.33676,ADDRESS,53033,2371
-122.33534,47.58181,238,238,131,STARBUCKS,2401 UTAH AVENUE SOUTH,NOT AVAILABLE,SEATTLE,WA,98134,KING,254000,21316,47.58181,-122.33534,ADDRESS,53033,2817.7
-122.29366,47.42906,239,239,438,ALASKA AIR GROUP,19300 INTERNATIONAL BOULEVARD,NOT AVAILABLE,SEATTLE,WA,98188,KING,19112,5931,47.42906,-122.29366,ADDRESS,53033,814
-73.97913,40.75559,240,240,500,ABM INDUSTRIES,551 5TH AVENUE,SUITE 300,NEW YORK,NY,10176,KINGS,110000,5145,40.75559,-73.97913,ADDRESS,36047,57.2
-85.85409,41.23959,241,241,352,ZIMMER BIOMET HOLDINGS,345 EAST MAIN STREET,NOT AVAILABLE,WARSAW,IN,46580,KOSCIUSKO,18500,7684,41.23959,-85.85409,ADDRESS,18085,305.9
-92.97162,43.67467,242,242,295,HORMEL FOODS,1 HORMEL PLACE,NOT AVAILABLE,AUSTIN,MN,55912,LAKE,21100,9523,43.67467,-92.97162,ADDRESS,27097,890.1
-87.88061,42.1599,243,243,281,BAXTER INTERNATIONAL,1 BAXTER PARKWAY,NOT AVAILABLE,DEERFIELD,IL,60015,LAKE,48000,10163,42.1599,-87.88061,ADDRESS,17097,4965
-87.88834,42.15495,244,244,277,DISCOVER FINANCIAL SERVICES,2500 LAKE COOK ROAD,NOT AVAILABLE,RIVERWOODS,IL,60015,LAKE,15549,10497,42.15495,-87.88834,ADDRESS,17097,2393
-87.87666,42.16412,245,245,487,ESSENDANT,1 PARKWAY NORTH BOULEVARD,SUITE 100,DEERFIELD,IL,60015,LAKE,6600,5369,42.16412,-87.87666,ADDRESS,17097,63.9
-87.87935,42.16287,246,246,109,MONDELEZ INTERNATIONAL,3 PARKWAY NORTH,SUITE 300,DEERFIELD,IL,60015,LAKE,90000,25923,42.16287,-87.87935,ADDRESS,17097,1659
-87.86746,42.1552,247,247,17,WALGREENS BOOTS ALLIANCE,108 WILMOT ROAD,NOT AVAILABLE,DEERFIELD,IL,60015,LAKE,300000,117351,42.1552,-87.86746,ADDRESS,17097,4173
-87.89465,42.24325,248,248,450,PACKAGING CORP. OF AMERICA,1955 WEST FIELD COURT,NOT AVAILABLE,LAKE FOREST,IL,60045,LAKE,14000,5779,42.24325,-87.89465,ADDRESS,17097,449.6
-87.89968,42.24862,249,249,322,TENNECO,500 NORTH FIELD DRIVE,NOT AVAILABLE,LAKE FOREST,IL,60045,LAKE,31000,8599,42.24862,-87.89968,ADDRESS,17097,363
-87.91151,42.23856,250,250,282,W.W. GRAINGER,100 GRAINGER PARKWAY,NOT AVAILABLE,LAKE FOREST,IL,60045,LAKE,25000,10137,42.23856,-87.91151,ADDRESS,17097,605.9
